row_index,title,cleaned_text,skills_technical,skills_soft,skills_tool,skills_domain,skills_certification,all_skills,skill_count
4898,Architect Python,architect python team committed pushing boundaries products work helping clients deliver leading edge analytics help solve real business challenges work modern technologies integral part continuing ev,python,,,analytics,,python; analytics,2
4899,Architect Python Developer,architect python developer listware welcomes architect python developer customer : technology marketing company headquartered manhattan ny provide powerful marketing tool using patented technology all,python,,,,,python,1
4900,Architect Python Developer,architect python developer customer : technology marketing company headquartered manhattan ny provide powerful marketing tool using patented technology allows businesses capture shopper identity item ,Python,,,,,Python,1
4901,Architect Python Developer,architect python developer tasks : take responsibility ownership core services supporting millions monthly active users part larger development team working together according agile methodology requir,Python,,,,,Python,1
4902,Architect Python / Django,architect python django client global leader media entertainment services film video online content requirements proven track record software development leader years experience managing teams experti,Python; Django,,,,,Python; Django,2
4903,Architect QA,architect qa big client must assess wide set automation frameworks tools order increase test automation efficiency set unified approaches tools improve overall quality covers different systems applica,,,,QA,,QA,1
4904,Architect/Senior AEM Engineer,architect senior aem engineer : years experience aem technology stack hands experience modern approaches build aem site editable templates experience fragments wcm core components custom touch ui comp,AEM,,,,,AEM,1
4905,Architect/Senior/Lead Backend Developer for a Startup,architect senior lead backend developer startup looking developers join us new exciting project must employ technical excellence understand build robust scalable products care helping modern businesse,backend development,,,,,backend development,1
4906,Architect / Senior (NodeJS | Python | Java) Engineer,architect senior nodejs python java engineer required skills : ready dive video streaming domain webrtc media servers must years software development web projects least years expertise backend develop,nodejs; python; java; webrtc,,,video streaming,,nodejs; python; java; webrtc; video streaming,5
4907,Architect / Senior Python/Django software engineer,architect senior python django software engineer looking python django professional depth working knowledge django framework long term project client usa work closely engineers worked amazon facebook ,python; django,,,,,python; django,2
4908,Architect / Senior Technology Lead (Java),architect senior technology lead java windmill boutique digital product delivery company team designers strategists engineers love create great experiences design develop delightful functional digital,java,,,,,java,1
4909,Architect / Senior Technology Lead (Java + Angular),architect senior technology lead java angular looking enthusiastic experienced senior angular lead focused building amazing financial applications angular angular developers key part front end team re,java; angular,,,financial applications,,java; angular; financial applications,3
4910,Architect / Staff Engineer (AI/ML),architect staff engineer ai ml hello everyone looking staff engineer join intelligent discovery track international product company letyshops staff engineer helps us create search recommendation syste,AI; ML,,,,,AI; ML,2
4911,Architect / Team Lead,architect team lead system architecture design implementation testing hands approach product development symfony php mysql vuejs tours related web based product integrations product rd party apis work,Symfony; PHP; MySQL; VueJS,,,,,Symfony; PHP; MySQL; VueJS,4
4912,Architect/Team Lead,architect team lead building products areas exchange technology blockchain gambling crm systems also offer outsourcing outstaffing services various markets businesses usa europe israel uae looking arc,Blockchain,,,CRM,,Blockchain; CRM,2
4913,Architect Team Leader .Net,architect team leader net highly motivated enthusiastic experienced team leader also loves hands offer great working environment successful company development opportunities going forward roles respon,,Team leader,,,,Team leader,1
4914,Architect / Team Lead .NET,architect team lead net client focusing configuration management monitoring incident alert solutions us uk based r team uk client want extend engineering expertise looking architect team lead proven n,Configuration management; Monitoring; Incident alert solutions,,,,,Configuration management; Monitoring; Incident alert solutions,3
4915,Architect/Tech Lead C/C++Embedded Developer IRC184687,architect tech lead c c embedded developer irc description : smarttv os development delivering high performance products latest innovations scope includes developing core services components including,C; embedded developer,,,,,C; embedded developer,2
4916,Architect/Technical Lead,architect technical lead excited creating innovative mobile banking experiences join team senior database engineer play pivotal role developing new banking mobile application android ios huawei platfo,database engineer,,,mobile banking,,mobile banking; database engineer,2
4917,Architect/Technical Lead,architect technical lead responsibilities : prepare architecture solutions compliant organization principles code writing review developing implementing state art solutions based eda lead development ,architecture solutions,,,,,architecture solutions,1
4918,Architect / Technical Product Owner,architect technical product owner intellias mission support strategy efforts digital ecommerce space ecommerce apps mobile apps payment gateways loyalty system search engine employee management identi,mobile apps,,,digital ecommerce; payment gateways,,digital ecommerce; payment gateways; mobile apps,3
4919,Architect (Unity),architect unity requirements : least years leadership role team programmers years relevant professional c programming experience clean code design patterns object orientated programming excellent know,C programming,leadership,Unity,,,Unity; C programming; leadership,3
4920,Architecture SharePoint,architecture sharepoint looking good communicative open mind specialist ready work foreign clients sharepoint architect responsible management client 's sharepoint infrastructure development system ar,,management,SharePoint,,,SharePoint; management,2
4921,Architect/VP of Engineering,architect vp engineering looking experienced architect join team team 's purpose review client 's product offer optimization implement bitcoin lightning network payment integration long run product re,optimization; lightning,,,bitcoin,,optimization; bitcoin; lightning,3
4922,Architect Vue.js with relocate to Denmark,architect vue js relocate denmark developer profiles looking : ui vue react typescript development crypto wallet sdk development typescript sdks used thirdparty developers like sdk developers needs ex,Vue.js; React; TypeScript; SDK development,,,crypto wallet,,Vue.js; React; TypeScript; crypto wallet; SDK development,5
4923,Architect who feels power to become CTO,architect feels power become cto concentrating development part ua side looking architect feels power become cto experience hightload products knows product domain think long term need successful : ye,high-load products,,,CTO,,CTO; high-load products,2
4924,Architect with exposure to ML (open source startup) Опцион,architect exposure ml open source startup : : reference checks company : company founded phds princeton university backed combinator prominent investors silicon valley autodata company connect raw dat,ML; open source,,,,,ML; open source,2
4925,Architect (С++/Qt),architect qt part international team developing cross platform solution whole world professional photographers dreams long term roadmap full exciting innovative features challenge team creative invent,Qt,,,,,Qt,1
4926,AR Developer,ar developer like build innovative apps something looking full time ar developer join remote team need develop mvp version app allow users add objects ar change illumination room real time customers l,AR,,,,,AR,1
4927,AR Developers,ar developers seeking experienced augmented reality ar developer join team help us create cutting edge ar experiences ecosystem apps involved every step development process concept deployment play cri,Augmented Reality,,,,,Augmented Reality,1
4928,Area Product Owner,area product owner key skills : least years proven experience role product manager product owner working closely cross functional product team love keep things organized whether product backlog featur,,,,Product Management,,Product Management,1
4929,"Area Sales Manager, Ukraine & Caucasus",area sales manager ukraine caucasus shape danish hi tech company creates scanning software solutions healthcare industry hearing dental aid production global leading position years shape headquartered,Scanning Software,,,Healthcare,,Scanning Software; Healthcare,2
4930,A recruiter for our recruitment team,recruiter recruitment team hi currently looking recruiter partial hr functionality baku azerbaijan krakow poland join hr team k c german outsourcing company company : germany outsource company operati,,,,HR; German,,HR; German,2
4931,"are you passionate about programming, solutions, have a ton of experience and are thinking of creating  your own IT company? Let’s do it together",passionate programming solutions ton experience thinking creating company let us together might perfect match : got upper english worked outsourcing industry helped others build great products compani,programming,,,English,,programming; English,2
4932,ARM developer for KernelCare project,arm developer kernelcare project looking developer join kernelcare team work arm kernel live patching kernelcare cloudlinux fastest growing product provides automated kernel security updates without r,ARM; kernel live patching; CloudLinux,,,,,ARM; kernel live patching; CloudLinux,3
4933,"Armenian Georgian, Greek, Hebrew, Punjabi, Tamil, Telugu, Thai Language Experts (Intermediate level)",armenian georgian greek hebrew punjabi tamil telugu thai language experts intermediate level job requirements : intermediate knowledge one following languages : armenian georgian greek hebrew punjabi ,,,,Armenian; Georgian; Greek; Hebrew; Punjabi; Tamil; Telugu; Thai,,Armenian; Georgian; Greek; Hebrew; Punjabi; Tamil; Telugu; Thai,8
4934,A rock star in Ukraine to lead the team,rock star ukraine lead team us based company looking team lead rock star start software development efforts ukraine office successful candidate highly motivated skilled : agile software development pr,software development,team lead,,,,software development; team lead,2
4935,Art Design Director / Design Studio Director / Head of Design,art design director design studio director head design mvst : mg international startup early stage investment fund field fintech blockchain games ad tech house accelerator creating house design studio,blockchain,,,fintech,,blockchain; fintech,2
4936,Art director,art director responsibilities : define communicate master games ' visual style ensuring aligned target demographic product goals lead consistent art style across areas art set highest quality bar area,,leadership,,,,leadership,1
4937,Art Director,art director bitmedia labs : bitmedia labs international product company industry since effectively functioning worldwide scale crew ambitious highly skilled professionals creating successful projects,,,,,,,0
4938,Art Director,art director project : project first largest game platform indian market goal : western market funded international venture capitalists offices india usa talented team kyiv creating types games : e sp,,,,,,,0
4939,Art Director,art director project creating platform ios android allows ordinary users get easy access complex financial instruments efficiently work funds investments : fiat currency payments electronic cryptocurr,iOS; android,,,financial instruments,,iOS; android; financial instruments,3
4940,Art Director,art director us : plure ambitious product company working gamedev market founded multinational team industry veterans plure strong development team kyiv ukraine people creating unforgettable experienc,,,,,,,0
4941,Art Director,art director services produced entirely house provide modern growing businesses primarily english speaking markets consistent convenient cost effective service allowing punch weight better resourced c,,,,,,,0
4942,Art Director,art director art director duties responsibilities : produces art layouts developing art concepts providing work direction staff trains assigns schedules coaches employees meets art department work sta,,staff management; team management,,,,staff management; team management,2
4943,Art Director,art director art directors play important role wow studio overseeing guiding creative direction projects responsible ensuring visual excellence artistic integrity animations graphic materials produced,,leadership,,,,leadership,1
4944,Art Director,art director becoming one dragons : lead inspire art team develop aesthetic pillars original ip create style guides aspects game including environments characters lighting special effects ensure art a,,leadership; team management,,,,leadership; team management,2
4945,Art Director,art director clovertech founded ukraine team experts entertainment software development industry works producing launching products based modern technologies data analytics develop bb solutions entert,software development,,,entertainment,,software development; entertainment,2
4946,Art Director,art director description magic room vfx digital content studio vision create stunning animations cgi renders vr ar content global entertainment industry working clients across number sectors film tele,cgi; vr; ar; animations,,,digital content,,digital content; cgi; vr; ar; animations,5
4947,Art Director,art director elvtr leading online education company offers live online courses taught top executives world renowned companies provide elite level education students positioning brand premium provider ,,,,online education; online courses,,online education; online courses,2
4948,Art Director,art director experience : years experience similar position responsibilities : work affiliate program give feedback artistic quality games make sure quality board meets standards basically need work a,,,,affiliate program; artistic quality; games,,affiliate program; artistic quality; games,3
4949,Art Director,art director eyugame one top gaming company china developed browser social mobile games dragon pals night falls others established time diverse employees every year growing opened different branches g,browser games; social games; mobile games,,,gaming,,browser games; social games; mobile games; gaming,4
4950,Art Director,art director hello panic recruiting agency looking art director fedoriv agency full time remote kyiv client creates builds brands help businesses grow radically devised unique approach combining creat,,,,branding,,branding,1
4951,Art Director,art director mobile game developer based china company specializes developing various real time strategy mobile games innovative entertaining mechanics due opening first office kyiv looking top notch ,,,,game development; real-time strategy,,game development; real-time strategy,2
4952,Art Director,art director jackpot gsn games studios slots bingo cards work incredible social games including top grossing app alongside best business role art director work passionate group world class product cre,,,,social games; slots; bingo,,social games; slots; bingo,3
4953,Art Director,art director location kyiv project description luxoft 's house ad agency seeking art director deep understanding visual symbols cultural trends combined ability step customer 's shoes reflect deep ins,visual design,,,cultural trends,,visual design; cultural trends,2
4954,Art Director,art director main responsibilities : communicate project stakeholders external partners estimate incoming art projects requests manage partner expectations generate ideas visual solutions accordance t,,project management; stakeholder management; partner management,,,,project management; stakeholder management; partner management,3
4955,Art Director,art director nuxgame works igaming operators scales helping companies access new markets enhance existing brands casino gaming software company nuxgame provides solutions allow building outstanding br,,,,gaming software; casino gaming,,gaming software; casino gaming,2
4956,Art Director,art director board invited expand knowledge skills offering continuous learning experience helping stretch potential enthusiastic idea join us responsibilities : generating clear ideas concepts tandem,,,,,,,0
4957,Art Director,art director creative team looking talented art director make top notch games join passionate team embrace unique opportunity work entertaining game projects superpowers : years experience art directo,,,,game development,,game development,1
4958,Art Director,art director man experienced professional designer close us style work portfolio quickly understand needs customer decompose tasks competently put team spend flow implement able mentor others take eve,design,,,,,design,1
4959,Art Director,art director project description art directors responsible creation development advertising ideas particular focus visual appearance ideas exist many formats posters print advertisements tv commercial,,,,advertising,,advertising,1
4960,Art Director,art director remote office middle odessa looking art director create visualize ideas ideal candidate : worked art director creative agency years ability think strategically creatively enthusiasm creat,,,,,,,0
4961,Art Director,art director requirements : experience work online slot sphere position art director years understanding full production cycle video slots art education preferably graphic designer education understan,,,,,,,0
4962,Art Director,art director requirements master 's degree art related field may preferred years experience art related field least years experience lead designer art director creative director similar role fluent en,,,,,master's degree,master's degree,1
4963,Art Director,art director requirements released least one large console mobile title art director strong communication skills positive professional attitude fueled passion collaborate cross culture environment exp,,communication skills,,,,communication skills,1
4964,Art Director,art director responsibilities : conceptualize evangelize creative direction project inspiring team delivering fun memorable player experience approve game story script ensure continuity consistency di,,leadership,,,,leadership,1
4965,Art Director,art director responsibilities : game game related contents visual appearance quality art assets control leading creative process graphical design documentation art tasks development project collaborat,graphical design,,,,,graphical design,1
4966,Art Director,art director responsibilities : generate conceptual ideas marketing campaigns executed high level quality quickly cost effectively design beautifully crafted presentations sell ideas brainstorm ideas ,conceptual ideas,,,marketing campaigns,,conceptual ideas; marketing campaigns,2
4967,Art Director,art director responsibilities : generating clear ideas concepts tandem copywriters producing sketches storyboards roughs visualize ideas presenting ideas head creative approval development understandi,storyboards,,,copywriting,,storyboards; copywriting,2
4968,Art Director,art director responsibilities take control creative life cycle video ads along creative copywriter build seamless flexible process video ad creation suit specific product marketing needs generate crea,video ads,,,copywriting,,video ads; copywriting,2
4969,Art Director,art director responsibilities : oncept development visual component product planning management implementation concept developing artistic style creatives quality control art project team mentoring wr,concept development; artistic style,,,product planning,,concept development; product planning; artistic style,3
4970,Art Director,art director sciplay leader high quality social casino games looking art director sets apart rest art director lead art team creative direction development processes deliver engaging art within techni,,team management,,creative direction,,creative direction; team management,2
4971,Art Director,art director skylum allows millions photographers make incredible images faster automate photo editing power ai yet leave creative control hands artist software gives rise entirely new ways enjoy phot,photo editing; ai,,,,,photo editing; ai,2
4972,Art Director,art director fractured byte team looking art director new project currently pre production stage description project certainly interest : completely production franchise game online pvp shooter honest,,,,,,,0
4973,Art Director,art director waveup global consulting company focus venture capital market provide wide range services fundraising support financial modeling pitch decks investment memorandums business strategy devel,,,,financial modeling; venture capital,,financial modeling; venture capital,2
4974,Art Director,art director looking art director lead develop inspire art team company share creativity knowledge best practices team members responsibilities : style definition accompany provided narrative game des,,team management,,creative direction,,team management; creative direction,2
4975,Art Director,art director looking true soulmate friend art director need following knowledge skills apply position : education art motion design experience working art animation designer lead designer art director,motion design,,,art,,motion design; art,2
4976,Art Director,art director vbet ukraine bookmaker gambling organizer official representative vbet brand operating ukrainian market since vbet ukraine first country receive three online gambling licenses commission ,,,,,,,0
4977,Art Director,art director welcome epam anywhere global job platform offering remote work opportunities tech professionals join us build career around lifestyle working modern projects global brands exciting startu,,,,,,,0
4978,Art Director,art director need skills focus exploring executing best visual ux approach games managing team talented artists key position production team use love pixels create beautiful games also help us push fo,ux,team management,,,,ux; team management,2
4979,Art Director,art director working genres : casual application hyper casual platforms : pc mobile ios android tasks responsibilities art direction : keeping art vision project getting giving feedbacks communication,ios; android,,,art direction,,art direction; ios; android,3
4980,Art Director,art director deal looking experienced art directors high professional skills proactive life attitude interested work designing conceptualizing continuously improving quality gaming experience netent g,designing; conceptualizing,,,,,designing; conceptualizing,2
4981,Art Director,art director bring : : check_mark : years design experience : check_mark : passionate ux specifically customer journeys funnels solving customers usability problems throughout : check_mark : fluency e,ux; usability,,,customer journeys,,ux; customer journeys; usability,3
4982,Art Director,art director w r l k ng f art director j n th g product company responsibilities : determine artistic direction guide team deliver excellence build e g ui design concept arts etc provide overall guide,artistic direction,team management; mentoring,,,,artistic direction; team management; mentoring,3
4983,Art Director,art director typical day : making product better stronger faster cooperating team strong professionals mentoring managing artists across sub disciplines preparation distribution tasks department contr,,team management; mentoring,,product development,,product development; team management; mentoring,3
4984,Art Director (2D casual games direction from scratch),art director casual games direction scratch customer czech company planning start new department developing casual games types starting mobile games extending web platforms direction new hiring team s,mobile games,,,game development,,game development; mobile games,2
4985,Art Director (Blockchain),art director blockchain company : prof blockchain development company team members years market completed projects among several crypto exchanges owned partnerships top according world ranking another,blockchain,,,crypto,,blockchain; crypto,2
4986,Art Director Consultant,art director consultant looking art director assistance consultant basis also looking full time art director join team game studio developing games years offices kharkiv san francisco current projects,ux; ui,,,,,ux; ui,2
4987,Art Director / Creative Manager,art director creative manager key requirements : degree design art direction similar creative major would plus experience ux ui designer videographer related artistic position ability conduct thorough,ux; ui; videography,,,,,ux; ui; videography,3
4988,Art Director (design department),art director design department tel aviv based startup company creates new exciting crypto game metaverse ideal art director bring mix artistic marketing business expertise position promoting company v,metaverse; ux; ui,,,crypto,,metaverse; crypto; ux; ui,4
4989,Art Director/Designer (UI/UX) – Travel Niche + Crypto Niche,art director designer ui ux travel niche crypto niche challenges : conduct ux research collect structure information test hypotheses design overall architecture products solutions create pre productio,ux research; ui; ux,,,crypto,,ux research; ui; ux; crypto,4
4990,Art Director / Design Team Lead,art director design team lead objectives role : oversee department hiring training assigning scheduling mentoring staff establish department standards products productivity quality ensure team adheres,,leadership; team management; mentoring,,,,leadership; team management; mentoring,3
4991,Art Director for fastest growing financial portal,art director fastest growing financial portal company : client world 's fastest growing financial portal currently ranking industry 's top sites globally language editions apps investing com offers re,,,,,,,0
4992,Art Director Gamedev,art director gamedev : team building team recruitment assistance determining art style formulating art standardization documents daily management art team controlling progress art research development,,team building; team recruitment,,art style,,team building; team recruitment; art style,3
4993,Art Director / Graphic Design,art director graphic design raketa looking proactive positive person self starter strong problem solving abilities passion design strategy company culture teams constantly growing team business entrep,,problem solving,,graphic design; design strategy,,graphic design; problem solving; design strategy,3
4994,Art Director / Lead 2D artist (Gamedev/slots),art director lead artist gamedev slots requirements : years experience work commercial projects experience leading teams artists animators experience running several projects teams parallel experience,,leadership; team management,,,,leadership; team management,2
4995,Art director / Principal Product Designer (Saldo Apps),art director principal product designer saldo apps saldo apps seeking talented visionary art director principal product designer join team responsible shaping visual direction fintech ecosystem mobile,,,,product design,,product design,1
4996,Art director (Real Estate and Hospitality),art director real estate hospitality looking top notch art director worked real estate hospitality categories like someone around field least years hands experience kind sleeps design books dreams vib,,,,real estate; hospitality,,real estate; hospitality,2
4997,Art Director (real estate sphere),art director real estate sphere looking someone least years work experience similar position person clear understanding marketing processes experience tv non tv content projects ability implement also,,,,marketing; real estate,,marketing; real estate,2
4998,Art Director (slots),art director slots idenon welcomes talented professionals join dynamic company art director seeking driven motivated individual join team key player delivery products services working brightest minds ,,,,,,,0
4999,Art-Director (Web) for a design agency,art director web design agency hey looking art director amazing team designers produce great interfaces live designers ' success product quality may one : main components looking superninja : firmly b,web design,,,,,web design,1
5000,Artificial Intelligence and Neural Networks Specialist,artificial intelligence neural networks specialist skills : excellent programming skills python experience data mining good understanding experience machine learning clustering classification problems,Python; Data mining,,,,,Python; Data mining,2
5001,Artificial Intelligence Consultant,artificial intelligence consultant required skills : hands experience big data data analytics experience machine learning knowledge mathematical statistical models algorithms preferably experienced py,Big data; Data analytics; Machine learning; Mathematical statistics,,,,,Big data; Data analytics; Machine learning; Mathematical statistics,4
5002,Artificial Intelligence Manager,artificial intelligence manager requirements : strong knowledge ai especially deep neural networks python keras numpy tensorflow data management structuring preprocessing advanced knowledge statistics,AI; Deep neural networks; Python; Keras; NumPy; TensorFlow; Data management,,,,,AI; Deep neural networks; Python; Keras; NumPy; TensorFlow; Data management,7
5003,Art Lead,art lead us aibody uk based company newly spun r team international technology group aug global driven desire advance modern healthcare save lives set conquer limitations existing medical simulation s,,,,,,,0
5004,Art Lead,art lead enixan entertainment conceptually new model world gamedev implement creative projects fresh stack technologies work pleasure looking talented art lead part team responsibilities : development,,,,,,,0
5005,Art Lead,art lead requirements : considered role essential passion videogames extensive knowledge different game genres across platforms ability communicate visually identify define visual design issues soluti,,,,videogames,,videogames,1
5006,Art Lead,art lead sciplay one world biggest casual mobile games company providing highly entertaining free play games millions people play every day part growing effort expand looking motivated talented art le,,,,mobile games,,mobile games,1
5007,Art Lead,art lead art lead plays vital role shaping visual identity artistic direction slot games ensuring cohesive visually appealing experience players art lead combines artistic vision managerial skills gui,,,,slot games,,slot games,1
5008,ART Lead,art lead brainrocket software development company digital solutions provider company created cutting edge products spanning different markets team around tech savvy professionals successfully deliver ,software development,,,,,software development,1
5009,Art Lead Character Artist,art lead character artist invite team lead character artist remotely lead team artists full time soft skills : experience managing team artists stages creating characters : concept finished model desi,character artist,team management,,,,character artist; team management,2
5010,Art Lead for Marketing (HolyWater),art lead marketing holywater reach us share share following values : constant growth self motivation persistence flexibility self awareness freedom responsibility result orientation may build great th,,,,,,,0
5011,Art Lead for Mobile games (HolyWater),art lead mobile games holywater genesis full service international company people five countries create products million unique monthly users one largest partners facebook google snapchat apple easter,,,,,,,0
5012,Art Lead (Gambling),art lead gambling need : creating drawing concept game creating illustrations games drawing different elements games logo drawing creation layouts varying degrees complexity design marketing materials,illustrations; logo drawing,,,,,illustrations; logo drawing,2
5013,Art Lead/ Senior 2D Artist,art lead senior artist raise hand dreamed working big web project infinite space creative realization junkineering something special looking people burning eyes co development groundbreaking gamefi bu,,,,,,,0
5014,"Art Lead (Sport Arcade, cross-platform)",art lead sport arcade cross platform actively working project : ross platform cartoon stylized sport arcade main task pool project : communication mostly writing via slack calls usually request artist,,communication,,,,communication,1
5015,Art Lead (Stories),art lead stories experience commercial game development least years least year experience lead game development full fledged portfolio corresponding declared skills willingness complete test task abil,,,,game development; portfolio management,,game development; portfolio management,2
5016,Art Manager,art manager responsibilities : creation monitoring art tasks maintain asset tracking updating asset list participation art meetings preparation meeting summary assist creation management art schedules,,project management,,asset management,,project management; asset management,2
5017,Art producer,art producer candidaterequirements : years experience managing content production knowledge art production process project management andresource management knowledge experience agile waterfall develo,,project management; resource management,,art production,,project management; resource management; art production,3
5018,Art Producer,art producer responsibilities : work producers art director art leads create manage execute project schedules resource plans processes create validate art production schedule meets requirements produc,,project management; resource planning; schedule management,,,,project management; resource planning; schedule management,3
5019,Art Producer / Art Director,art producer art director based kyiv ukraine global client footprint spanning north america europe twin win games llc professional development studio specializing producing high quality games entertai,,project management,,game development,,game development; project management,2
5020,Art Producer Associate (Trainee),art producer associate trainee attentiveness organization good english top qualities associate art producer associate art project manager fast learner team player strive constant career growth room st,,organization,,english,,english; organization,2
5021,Art Producer Junior,art producer junior main responsibilities : communicate project stakeholders clients estimate projects assign artists tasks conduct project planning delivery schedule cooperate finance legal departmen,,,,project planning,,project planning,1
5022,Art Project manager,art project manager walla walla studio looking art project manager middle core business game art production project manager main responsibility managing art production projects interest experience wor,,,,game art production,,game art production,1
5023,Art Project Manager,art project manager years experience game industry experience working art teams ability lead project teams various sizes strong understanding formal project management methodologies able complete proj,,project teams leadership,,,,project teams leadership,1
5024,Art Project Manager,art project manager responsibilities : quality control game graphics compliance style project supervising full cycle creating game art giving feedback team assets help meet quality standards tracking ,,,,quality control; game graphics,,quality control; game graphics,2
5025,Art Project Manager (зі знанням англійської мови),art project manager deepdstudio ukrainian scanning studio focused creating digital avatars characters scanner create product vfx game industry content advertising art projects opening project manager ,VFX; 3D scanning; digital avatars creation,project management,,game industry,,VFX; 3D scanning; digital avatars creation; game industry; project management,5
5026,Art Recruiter,art recruiter responsibilities : management full cycle recruitment process art positions : search selection evaluation candidates together hiring team preparation presentation job offers finalists coo,,team management,,full cycle recruitment; candidate evaluation,,full cycle recruitment; candidate evaluation; team management,3
5027,"ART Recruitment director, Team Lead",art recruitment director team lead talent acquisition strategic management planning : develop coordinate implement general recruitment strategy art division create monthly update recruitment plan toge,,strategic planning; team lead,,talent acquisition,,talent acquisition; strategic planning; team lead,3
5028,Art Talent Acquisition Lead,art talent acquisition lead superpowers : years experience full life cycle recruitment gamedev industry experience managing recruiting team people good understanding art production industry ability bu,,team management,,full life cycle recruitment; gamedev industry,,full life cycle recruitment; team management; gamedev industry,3
5029,Art Talent Acquisition Lead,art talent acquisition lead currently looking experienced art talent acquisition team lead position involves responsible development implementation control ta 's general strategy processes ensuring re,,team lead; strategic implementation,,talent acquisition,,talent acquisition; team lead; strategic implementation,3
5030,Art Talent Acquisition Specialist | Recruiter,art talent acquisition specialist recruiter needed skills requirements years experience full life cycle recruitment industry proven success recruiter using creative traditional sourcing methods posses,,,,recruitment,,recruitment,1
5031,Art Team Lead,art team lead expanding team looking creative energetic art team lead new poker game fast paced collaborative environment work leader art team combining art production team management cooperation game,,leadership,,,,leadership,1
5032,"Art Team Lead (Bulgaria, Sofia)",art team lead bulgaria sofia project : igt global leader gaming enable players experience favorite games across channels regulated segments gaming machines lotteries interactive well established local,,,,gaming,,gaming,1
5033,AR Unity Developer,ar unity developer requirements : unity c engineer experience ar vr experience ar foundation responsibilities : porting app new platform ar headset devise would plus : experience phone hmd development,C; AR; VR; AR Foundation,,Unity,,,Unity; C; AR; VR; AR Foundation,5
5034,AR Unity Developer (Planners),ar unity developer planners responsibilities responsible development maintenance innovative software unity design develop maintain unit testing functional testing automated testing apply object orient,unit testing,,Unity,,,Unity; unit testing,2
5035,AR/VR Developer,ar vr developer requirements : good knowledge c commercial experience unity least months plus : experience work ar vr offer : mentoring competitive remuneration comfortable well equipped office city c,AR; VR,,Unity,,,Unity; AR; VR,3
5036,AR/VR Development Instructor,ar vr development instructor looking skilled experienced ar vr developers want teach craft new generation ar vr learners ideal instructors interested flexible hours able work part time average hours p,AR; VR,mentoring,,,,AR; VR; mentoring,3
5037,AS3/Flash Developer,flash developer responsibilities : design build games air ios android mobile platforms develop implement improve game mechanics design develop new products ui animation graphics effects integrate thir,Air; iOS; Android,,Flash,game development,,Flash; Air; iOS; Android; game development,5
5038,AS/400 Expert,expert responsibilities : years experience programming main skills : perform technical assessment existing applications infrastructure bug investigating fixing development additional functionality int,programming,,,,,programming,1
5039,ASA (Apple Search Ads) Specialist,asa apple search ads specialist role strategy development configuration launch optimization apple search ads campaigns research analysis testing new keywords target regions optimization bids keywords ,,,Apple Search Ads,campaign optimization; research analysis,,Apple Search Ads; campaign optimization; research analysis,3
5040,ASA (Apple Search Ads) Specialist,asa apple search ads specialist embark new professional journey mobile development team joining team : work international market leading bc product million downloads google play app store direct influ,mobile development,,,,,mobile development,1
5041,ASA (Apple Search Ads) Specialist,asa apple search ads specialist invite fired : setting running optimizing different apple search ads campaigns exploring analyzing testing new keywords promoting keywords incentivized traffic working ,,,apple search ads,,,apple search ads,1
5042,Asana Coach,asana coach kickstart growth scale skillset us wattum world leading crypto mining equipment full spectrum mining solutions provider based united states offer range products services ranging asic miner,,,,crypto mining,,crypto mining,1
5043,Asana Coach/Project Manager,asana coach project manager : analyze optimize work processes using asana planning delivering relevant professional development programs training supporting motivating team providing constructive feed,,project management,Asana,,,Asana; project management,2
5044,ASAP **Python developer**,soon possible python developer project description client pioneer data security fighting different battle conventional cybersecurity companies back end developer work closely team engineers ensure sys,Python,,,data security; cybersecurity,,Python; data security; cybersecurity,3
5045,ASAP Senior Node.js Developer,soon possible senior node js developer perks : fully remote flexible working hours regular salary long term cooperation always find opportunities teammates paid : vacation sick leave holidays day coun,Node.js,,,,,Node.js,1
5046,a Senior System Administrator who is interested in Automated Quality Assurance,senior system administrator interested automated quality assurance ciklum looking senior system administrator interested automated quality assurance join team full time ukraine leading global product ,,,,quality assurance,,quality assurance,1
5047,ASIC back-end (physical) engineer trainee position,asic back end physical engineer trainee position design integrated circuits consumer medical automotive markets majority designs complex soc asic architectures integrate ips arm mips cpus peripherals ,ASIC,,,integrated circuits,,integrated circuits; ASIC,2
5048,ASO Account manager,aso account manager requirements experience aso seo years strong understanding keyword research english speaker full proficiency analytical mind strong background excel experience client relations org,,,,ASO; SEO; keyword research,,ASO; SEO; keyword research,3
5049,ASO Account Manager,aso account manager looking aso account manager join team client full service mobile marketing agency requirements experience aso seo years strong understanding keyword research english speaker full p,,,,ASO; SEO,,ASO; SEO,2
5050,ASO (App Store Optimization) Manager,aso app store optimization manager overview wintech provides end end marketing growth offerings leveraging skilled team 's forward thinking techniques extensive industry insights enable businesses pro,,,,App Store Optimization; Marketing,,App Store Optimization; Marketing,2
5051,ASO/ASA Specialist for Parimatch International,aso asa specialist parimatch international highly successful company great ambitions operate competitive market every day looking opportunities better faster even faster never stand aside never afraid,,,,ASA; App Store Optimization,,ASA; App Store Optimization,2
5052,ASO Manager,aso manager apperito fast growing international company head office czech republic employees nine countries primary business mobile apps scaling use innovative solutions provide unique conditions expo,Mobile Apps,,,App Store Optimization,,App Store Optimization; Mobile Apps,2
